participant_id_3,time_point,knowledge_general_score,knowledge_warning_score,knowledge_appropriate_score,knowledge_helpful_score,system_support_score,status,inclusive_status,region,attitude_general_score,attitude_acceptability_score,attitude_genderroles_score,attitude_profroles_score,empathy_score,confidence_score,practice_score
231,2,78.94736842105263,44.44444444444444,60,50,100,Two only,NA,Bazartete,50,85.71428571428571,45.83333333333333,54.166666666666664,56.25,37.5,NA
316,2,84.21052631578947,88.88888888888889,100,60,83.33333333333334,Two only,NA,Letefoho,55.00000000000001,50,45.83333333333333,66.66666666666666,76.5625,60,NA
314,2,73.68421052631578,100,60,90,83.33333333333334,One & two only,One & two inclusive,Letefoho,52.5,92.85714285714286,62.5,58.333333333333336,78.125,72.5,NA
302,2,94.73684210526315,100,100,100,100,Two & three only,NA,Letefoho,62.5,100,66.66666666666666,66.66666666666666,85.9375,75,NA
295,2,78.94736842105263,88.88888888888889,60,60,83.33333333333334,One & two only,One & two inclusive,Letefoho,50,64.28571428571429,45.83333333333333,33.33333333333333,75,62.5,NA
309,2,89.47368421052632,88.88888888888889,100,80,83.33333333333334,One & two only,One & two inclusive,Letefoho,60,71.42857142857143,41.66666666666667,66.66666666666666,75,60,100
305,2,63.1578947368421,100,40,40,66.66666666666666,One & two only,One & two inclusive,Letefoho,45,14.285714285714285,45.83333333333333,41.66666666666667,56.25,57.49999999999999,NA
322,1,73.68421052631578,66.66666666666666,80,40,100,One & two only,One & two inclusive,Bazartete,45,14.285714285714285,54.166666666666664,37.5,76.5625,42.5,NA
324,1,78.94736842105263,77.77777777777779,80,40,33.33333333333333,One only,NA,Bazartete,55.00000000000001,7.142857142857142,50,75,70.3125,57.49999999999999,NA
234,1,68.42105263157895,77.77777777777779,80,60,66.66666666666666,One only,NA,Bazartete,55.00000000000001,57.14285714285714,66.66666666666666,66.66666666666666,82.8125,75,NA
325,1,84.21052631578947,88.88888888888889,60,40,100,One & two only,One & two inclusive,Bazartete,37.5,21.428571428571427,70.83333333333334,37.5,60.9375,72.5,NA
326,1,68.42105263157895,44.44444444444444,80,50,83.33333333333334,One & two only,One & two inclusive,Bazartete,42.5,21.428571428571427,62.5,70.83333333333334,54.6875,45,NA
236,1,68.42105263157895,88.88888888888889,80,60,100,One only,NA,Bazartete,55.00000000000001,7.142857142857142,37.5,33.33333333333333,60.9375,75,NA
329,1,84.21052631578947,100,80,40,100,One & two only,One & two inclusive,Bazartete,52.5,42.857142857142854,62.5,37.5,73.4375,57.49999999999999,NA
230,1,42.10526315789473,44.44444444444444,60,50,50,One & two only,One & two inclusive,Bazartete,65,42.857142857142854,58.333333333333336,62.5,62.5,27.500000000000004,NA
172,1,57.89473684210527,77.77777777777779,80,40,100,One & two only,One & two inclusive,Bazartete,45,35.714285714285715,70.83333333333334,41.66666666666667,73.4375,57.49999999999999,NA
330,1,57.89473684210527,77.77777777777779,80,50,100,One & two only,One & two inclusive,Bazartete,55.00000000000001,64.28571428571429,50,66.66666666666666,64.0625,70,NA
331,1,68.42105263157895,66.66666666666666,80,80,66.66666666666666,One & three only,NA,NA,47.5,50,58.333333333333336,45.83333333333333,70.3125,52.5,NA
185,1,73.68421052631578,66.66666666666666,40,50,100,One only,NA,Liquica,60,64.28571428571429,37.5,54.166666666666664,60.9375,42.5,NA
332,1,63.1578947368421,66.66666666666666,0,30,50,One only,NA,Bazartete,50,50,62.5,45.83333333333333,50,35,NA
240,1,73.68421052631578,100,80,50,100,One & two only,One & two inclusive,Bazartete,55.00000000000001,21.428571428571427,66.66666666666666,54.166666666666664,71.875,60,NA
219,1,47.368421052631575,66.66666666666666,40,60,66.66666666666666,One only,NA,Bazartete,55.00000000000001,57.14285714285714,58.333333333333336,75,64.0625,55.00000000000001,NA
462,1,52.63157894736842,55.55555555555556,40,50,66.66666666666666,One only,NA,Bazartete,50,64.28571428571429,54.166666666666664,58.333333333333336,62.5,30,NA
337,1,73.68421052631578,55.55555555555556,80,40,66.66666666666666,All three,One & two inclusive,Bazartete,57.49999999999999,57.14285714285714,41.66666666666667,58.333333333333336,81.25,65,NA
338,1,78.94736842105263,88.88888888888889,20,50,100,One only,NA,Bazartete,45,85.71428571428571,66.66666666666666,50,53.125,57.49999999999999,NA
340,2,68.42105263157895,88.88888888888889,60,50,100,Two only,NA,Bazartete,55.00000000000001,50,58.333333333333336,41.66666666666667,73.4375,70,NA
341,2,73.68421052631578,77.77777777777779,100,100,83.33333333333334,Two only,NA,Bazartete,62.5,35.714285714285715,70.83333333333334,58.333333333333336,71.875,70,NA
342,2,78.94736842105263,77.77777777777779,80,70,83.33333333333334,Two only,NA,Bazartete,57.49999999999999,85.71428571428571,58.333333333333336,62.5,68.75,65,NA
172,2,78.94736842105263,100,100,60,83.33333333333334,One & two only,One & two inclusive,Bazartete,57.49999999999999,7.142857142857142,50,54.166666666666664,73.4375,45,NA
330,2,78.94736842105263,77.77777777777779,60,80,100,One & two only,One & two inclusive,Bazartete,57.49999999999999,100,54.166666666666664,66.66666666666666,79.6875,70,NA
238,2,68.42105263157895,100,80,50,83.33333333333334,Two only,NA,Bazartete,47.5,64.28571428571429,37.5,54.166666666666664,53.125,47.5,NA
325,2,73.68421052631578,66.66666666666666,60,60,83.33333333333334,One & two only,One & two inclusive,Bazartete,62.5,14.285714285714285,95.83333333333334,29.166666666666668,59.375,55.00000000000001,NA
337,2,84.21052631578947,100,100,70,66.66666666666666,All three,One & two inclusive,Bazartete,60,100,87.5,54.166666666666664,82.8125,80,NA
322,2,84.21052631578947,100,100,70,66.66666666666666,One & two only,One & two inclusive,Bazartete,65,100,100,54.166666666666664,82.8125,80,NA
327,2,84.21052631578947,88.88888888888889,80,40,100,Two only,NA,Bazartete,42.5,71.42857142857143,41.66666666666667,50,67.1875,55.00000000000001,NA
344,2,73.68421052631578,77.77777777777779,60,80,100,Two only,NA,Liquica,57.49999999999999,100,54.166666666666664,66.66666666666666,87.5,75,NA
326,2,47.368421052631575,55.55555555555556,100,80,100,One & two only,One & two inclusive,Bazartete,55.00000000000001,85.71428571428571,54.166666666666664,66.66666666666666,50,57.49999999999999,NA
334,2,52.63157894736842,77.77777777777779,80,30,66.66666666666666,Two only,NA,Bazartete,52.5,28.57142857142857,62.5,75,45.3125,50,NA
240,2,78.94736842105263,88.88888888888889,80,40,100,One & two only,One & two inclusive,Bazartete,50,7.142857142857142,54.166666666666664,41.66666666666667,78.125,60,NA
329,2,84.21052631578947,100,80,60,100,One & two only,One & two inclusive,Bazartete,57.49999999999999,35.714285714285715,79.16666666666666,58.333333333333336,78.125,60,NA
230,2,89.47368421052632,88.88888888888889,100,90,66.66666666666666,One & two only,One & two inclusive,Bazartete,67.5,100,58.333333333333336,62.5,71.875,57.49999999999999,NA
233,2,100,100,100,70,66.66666666666666,Two only,NA,Bazartete,82.5,100,91.66666666666666,58.333333333333336,84.375,82.5,NA
463,2,84.21052631578947,88.88888888888889,100,60,100,Two & three only,NA,Bazartete,65,0,66.66666666666666,58.333333333333336,57.8125,52.5,NA
440,1,73.68421052631578,66.66666666666666,80,40,100,One only,NA,Bazartete,45,14.285714285714285,54.166666666666664,37.5,76.5625,42.5,NA
88,3,68.42105263157895,66.66666666666666,80,60,50,Three only,NA,Maubara,55.00000000000001,64.28571428571429,50,66.66666666666666,79.6875,70,NA
345,3,84.21052631578947,100,80,70,100,Three only,NA,Maubara,42.5,21.428571428571427,50,83.33333333333334,87.5,77.5,NA
98,3,84.21052631578947,100,20,80,83.33333333333334,All three,One & two inclusive,Maubara,32.5,7.142857142857142,54.166666666666664,66.66666666666666,65.625,62.5,NA
346,3,94.73684210526315,100,100,100,83.33333333333334,Three only,NA,Bazartete,62.5,100,54.166666666666664,58.333333333333336,59.375,60,NA
347,3,94.73684210526315,100,100,100,83.33333333333334,Three only,NA,Bazartete,65,100,54.166666666666664,58.333333333333336,81.25,72.5,NA
237,3,94.73684210526315,100,100,100,83.33333333333334,Three only,NA,Bazartete,67.5,100,54.166666666666664,58.333333333333336,81.25,70,100
218,3,68.42105263157895,100,80,50,100,Three only,NA,Bazartete,55.00000000000001,78.57142857142857,54.166666666666664,66.66666666666666,76.5625,30,NA
348,3,68.42105263157895,88.88888888888889,60,50,83.33333333333334,Three only,NA,NA,55.00000000000001,100,75,58.333333333333336,78.125,77.5,100
349,3,84.21052631578947,100,80,40,83.33333333333334,Three only,NA,Maubara,50,100,66.66666666666666,58.333333333333336,67.1875,65,NA
351,3,84.21052631578947,100,100,90,100,Three only,NA,Maubara,60,100,62.5,58.333333333333336,73.4375,72.5,NA
441,3,68.42105263157895,66.66666666666666,80,60,50,Three only,NA,Maubara,55.00000000000001,64.28571428571429,50,66.66666666666666,79.6875,70,NA
241,3,42.10526315789473,44.44444444444444,80,40,66.66666666666666,All three,One & two inclusive,Bazartete,45,50,62.5,50,54.6875,35,NA
350,3,73.68421052631578,100,80,60,100,Three only,NA,Maubara,52.5,100,62.5,91.66666666666666,73.4375,75,100
352,3,73.68421052631578,88.88888888888889,60,40,100,Three only,NA,Maubara,37.5,100,66.66666666666666,50,48.4375,65,NA
353,3,78.94736842105263,100,60,70,100,Three only,NA,Maubara,52.5,92.85714285714286,45.83333333333333,62.5,82.8125,80,NA
225,3,78.94736842105263,100,100,30,100,Three only,NA,Bazartete,47.5,85.71428571428571,62.5,62.5,65.625,60,NA
333,3,68.42105263157895,88.88888888888889,60,60,50,Three only,NA,Bazartete,47.5,64.28571428571429,41.66666666666667,66.66666666666666,43.75,45,NA
357,3,89.47368421052632,100,100,40,100,Three only,NA,Maubara,60,100,91.66666666666666,79.16666666666666,73.4375,70,100
115,3,68.42105263157895,66.66666666666666,80,30,83.33333333333334,Three only,NA,Maubara,55.00000000000001,64.28571428571429,58.333333333333336,41.66666666666667,53.125,55.00000000000001,77.77777777777779
100,3,89.47368421052632,100,100,100,100,All three,One & two inclusive,Maubara,80,100,79.16666666666666,91.66666666666666,79.6875,72.5,100
358,3,89.47368421052632,100,100,100,100,Three only,NA,Maubara,67.5,64.28571428571429,91.66666666666666,83.33333333333334,87.5,80,100
359,2,73.68421052631578,88.88888888888889,100,80,66.66666666666666,Two only,NA,Liquica,47.5,100,50,29.166666666666668,73.4375,70,NA
356,3,68.42105263157895,100,80,40,100,Three only,NA,Maubara,35,100,66.66666666666666,50,48.4375,65,NA
360,3,84.21052631578947,100,20,40,100,Three only,NA,Maubara,62.5,64.28571428571429,58.333333333333336,62.5,78.125,70,NA
250,3,84.21052631578947,100,100,100,100,All three,One & two inclusive,Maubara,70,100,87.5,83.33333333333334,87.5,80,100
106,3,89.47368421052632,88.88888888888889,100,100,100,All three,One & two inclusive,Maubara,67.5,100,50,75,81.25,80,100
362,3,84.21052631578947,100,40,50,100,Three only,NA,Maubara,37.5,78.57142857142857,33.33333333333333,91.66666666666666,65.625,77.5,NA
120,3,84.21052631578947,100,40,90,100,Two & three only,NA,Maubara,55.00000000000001,100,62.5,58.333333333333336,79.6875,75,NA
355,3,68.42105263157895,100,80,50,100,Three only,NA,Maubara,55.00000000000001,100,58.333333333333336,66.66666666666666,71.875,70,100
220,3,57.89473684210527,77.77777777777779,60,50,66.66666666666666,One & three only,NA,Bazartete,55.00000000000001,57.14285714285714,62.5,58.333333333333336,43.75,50,NA
364,3,84.21052631578947,100,100,100,100,Three only,NA,Bazartete,57.49999999999999,7.142857142857142,58.333333333333336,66.66666666666666,81.25,65,NA
343,2,78.94736842105263,77.77777777777779,60,70,100,Two only,NA,Bazartete,70,100,62.5,37.5,76.5625,72.5,NA
339,2,68.42105263157895,88.88888888888889,60,70,66.66666666666666,Two only,NA,Bazartete,65,100,70.83333333333334,16.666666666666664,64.0625,65,NA
448,2,73.68421052631578,100,100,40,100,Two only,NA,Bazartete,57.49999999999999,64.28571428571429,62.5,58.333333333333336,60.9375,52.5,NA
105,3,89.47368421052632,100,40,90,100,All three,One & two inclusive,Maubara,45,7.142857142857142,50,95.83333333333334,65.625,65,NA
96,3,63.1578947368421,100,80,50,100,All three,One & two inclusive,Maubara,50,92.85714285714286,41.66666666666667,66.66666666666666,78.125,82.5,100
336,3,68.42105263157895,100,80,40,100,Three only,NA,Bazartete,65,100,66.66666666666666,75,48.4375,65,NA
463,3,78.94736842105263,44.44444444444444,100,50,83.33333333333334,Two & three only,NA,Bazartete,57.49999999999999,35.714285714285715,54.166666666666664,54.166666666666664,54.6875,47.5,100
361,3,84.21052631578947,100,40,80,100,Three only,NA,Maubara,42.5,7.142857142857142,50,83.33333333333334,67.1875,67.5,NA
117,3,73.68421052631578,100,60,80,66.66666666666666,Three only,NA,Maubara,60,100,75,70.83333333333334,57.8125,30,NA
87,3,73.68421052631578,100,60,70,100,One & three only,NA,Maubara,60,85.71428571428571,45.83333333333333,66.66666666666666,75,82.5,NA
365,3,84.21052631578947,100,40,60,100,Three only,NA,Maubara,40,78.57142857142857,41.66666666666667,41.66666666666667,73.4375,75,NA
89,3,94.73684210526315,100,100,100,100,All three,One & two inclusive,Maubara,82.5,100,100,83.33333333333334,85.9375,77.5,100
452,3,84.21052631578947,100,20,80,83.33333333333334,Three only,NA,Maubara,45,85.71428571428571,41.66666666666667,66.66666666666666,56.25,57.49999999999999,NA
366,3,68.42105263157895,100,40,40,100,Three only,NA,Maubara,65,100,58.333333333333336,75,48.4375,65,NA
118,3,68.42105263157895,100,80,40,100,All three,One & two inclusive,Maubara,57.49999999999999,85.71428571428571,54.166666666666664,70.83333333333334,73.4375,70,NA
251,3,89.47368421052632,100,100,100,100,Three only,NA,Maubara,62.5,0,83.33333333333334,91.66666666666666,82.8125,77.5,100
354,3,78.94736842105263,33.33333333333333,60,50,83.33333333333334,Three only,NA,Maubara,55.00000000000001,100,54.166666666666664,79.16666666666666,70.3125,47.5,NA
460,3,84.21052631578947,100,100,80,83.33333333333334,Three only,NA,Bazartete,77.5,92.85714285714286,70.83333333333334,66.66666666666666,84.375,67.5,100
328,3,78.94736842105263,88.88888888888889,60,70,83.33333333333334,Three only,NA,Bazartete,45,100,54.166666666666664,66.66666666666666,56.25,55.00000000000001,100
217,3,89.47368421052632,100,80,80,66.66666666666666,Three only,NA,NA,55.00000000000001,100,75,25,75,70,100
337,3,57.89473684210527,33.33333333333333,80,60,100,All three,One & two inclusive,Bazartete,57.49999999999999,92.85714285714286,58.333333333333336,58.333333333333336,67.1875,62.5,100
331,3,84.21052631578947,77.77777777777779,60,100,100,One & three only,NA,NA,57.49999999999999,50,62.5,62.5,71.875,60,NA
367,3,73.68421052631578,88.88888888888889,80,60,100,Three only,NA,Bazartete,47.5,71.42857142857143,41.66666666666667,37.5,34.375,52.5,NA
121,3,68.42105263157895,100,80,40,100,Three only,NA,NA,60,100,66.66666666666666,75,65.625,65,NA
108,3,84.21052631578947,88.88888888888889,60,80,50,Three only,NA,Maubara,60,85.71428571428571,75,70.83333333333334,53.125,62.5,NA
110,3,68.42105263157895,100,80,40,100,Three only,NA,Maubara,37.5,100,66.66666666666666,50,48.4375,65,NA
368,3,84.21052631578947,100,100,60,100,Three only,NA,Maubara,32.5,57.14285714285714,79.16666666666666,45.83333333333333,78.125,75,100
112,3,89.47368421052632,100,80,100,100,Three only,NA,Maubara,77.5,100,75,83.33333333333334,87.5,77.5,100
369,3,63.1578947368421,100,60,60,100,Three only,NA,Maubara,62.5,92.85714285714286,54.166666666666664,62.5,78.125,82.5,NA
370,3,94.73684210526315,100,100,100,100,Three only,NA,Liquica,65,92.85714285714286,70.83333333333334,58.333333333333336,56.25,65,NA
190,3,84.21052631578947,100,80,80,100,Three only,NA,Liquica,65,100,58.333333333333336,66.66666666666666,73.4375,70,NA
372,3,78.94736842105263,100,100,90,100,Three only,NA,Liquica,55.00000000000001,85.71428571428571,66.66666666666666,66.66666666666666,70.3125,55.00000000000001,NA
207,3,84.21052631578947,100,60,70,83.33333333333334,All three,One & two inclusive,Liquica,62.5,92.85714285714286,62.5,75,78.125,65,NA
373,3,89.47368421052632,100,100,90,100,Three only,NA,Liquica,65,100,66.66666666666666,75,73.4375,70,100
208,3,94.73684210526315,100,100,100,100,All three,One & two inclusive,Liquica,67.5,100,66.66666666666666,66.66666666666666,70.3125,67.5,NA
204,3,84.21052631578947,100,80,80,100,One & three only,NA,Liquica,65,100,58.333333333333336,66.66666666666666,71.875,67.5,NA
196,3,89.47368421052632,88.88888888888889,100,90,100,Three only,NA,Liquica,65,100,66.66666666666666,75,70.3125,72.5,NA
193,3,89.47368421052632,88.88888888888889,100,90,100,All three,One & two inclusive,Liquica,67.5,100,66.66666666666666,75,76.5625,65,100
371,3,73.68421052631578,100,80,70,100,Three only,NA,Liquica,55.00000000000001,100,62.5,58.333333333333336,57.8125,55.00000000000001,100
374,3,63.1578947368421,100,100,90,83.33333333333334,Three only,NA,Liquica,55.00000000000001,100,58.333333333333336,75,56.25,32.5,NA
198,3,84.21052631578947,100,80,80,100,Three only,NA,Liquica,60,100,66.66666666666666,75,62.5,67.5,100
375,3,89.47368421052632,88.88888888888889,60,90,66.66666666666666,Three only,NA,Railaco,65,100,83.33333333333334,66.66666666666666,67.1875,40,NA
291,3,63.1578947368421,66.66666666666666,80,70,83.33333333333334,Two & three only,NA,Guissarudo,50,50,45.83333333333333,75,70.3125,45,NA
376,3,94.73684210526315,100,100,80,100,Three only,NA,Railaco,60,100,62.5,75,67.1875,72.5,100
262,3,78.94736842105263,44.44444444444444,80,80,100,Three only,NA,Railaco,47.5,100,41.66666666666667,25,51.5625,65,NA
455,3,68.42105263157895,55.55555555555556,80,30,66.66666666666666,Three only,NA,Hatolia,45,71.42857142857143,41.66666666666667,58.333333333333336,64.0625,60,NA
380,3,73.68421052631578,100,100,50,100,Three only,NA,Guissarudo,57.49999999999999,92.85714285714286,50,75,51.5625,65,NA
453,3,73.68421052631578,100,100,50,100,Two & three only,NA,Guissarudo,60,85.71428571428571,50,66.66666666666666,53.125,67.5,NA
264,3,73.68421052631578,100,80,40,100,All three,One & two inclusive,Guissarudo,60,85.71428571428571,45.83333333333333,79.16666666666666,53.125,65,NA
93,3,73.68421052631578,100,80,40,100,Three only,NA,Maubara,65,100,50,75,60.9375,65,NA
381,3,68.42105263157895,55.55555555555556,20,30,83.33333333333334,Three only,NA,Guissarudo,57.49999999999999,28.57142857142857,58.333333333333336,58.333333333333336,57.8125,55.00000000000001,NA
41,3,78.94736842105263,33.33333333333333,100,80,66.66666666666666,Three only,NA,Guissarudo,47.5,78.57142857142857,45.83333333333333,70.83333333333334,45.3125,45,NA
266,3,89.47368421052632,66.66666666666666,100,60,100,All three,One & two inclusive,Guissarudo,40,71.42857142857143,50,58.333333333333336,50,50,66.66666666666666
476,3,57.89473684210527,88.88888888888889,60,80,83.33333333333334,Three only,NA,Gleno,55.00000000000001,100,45.83333333333333,33.33333333333333,54.6875,32.5,88.88888888888889
277,3,89.47368421052632,100,80,80,83.33333333333334,Three only,NA,Gleno,75,92.85714285714286,45.83333333333333,45.83333333333333,62.5,47.5,88.88888888888889
14,3,84.21052631578947,100,100,50,100,All three,One & two inclusive,Gleno,52.5,64.28571428571429,41.66666666666667,75,51.5625,60,100
268,2,89.47368421052632,100,80,90,100,Two only,NA,Gleno,62.5,100,58.333333333333336,75,70.3125,65,NA
25,2,89.47368421052632,100,80,90,100,Two only,NA,Gleno,70,100,58.333333333333336,75,70.3125,65,NA
273,3,68.42105263157895,100,80,60,100,Three only,NA,Gleno,60,35.714285714285715,29.166666666666668,25,75,67.5,NA
383,3,73.68421052631578,77.77777777777779,80,40,100,Three only,NA,Gleno,62.5,92.85714285714286,45.83333333333333,37.5,51.5625,35,NA
384,3,68.42105263157895,33.33333333333333,0,50,100,Three only,NA,Gleno,60,35.714285714285715,33.33333333333333,33.33333333333333,73.4375,65,NA
386,3,63.1578947368421,66.66666666666666,0,70,100,Three only,NA,Gleno,55.00000000000001,85.71428571428571,50,70.83333333333334,71.875,45,NA
387,3,68.42105263157895,77.77777777777779,20,30,66.66666666666666,Three only,NA,Gleno,55.00000000000001,28.57142857142857,50,41.66666666666667,62.5,57.49999999999999,NA
4,3,68.42105263157895,88.88888888888889,60,50,83.33333333333334,Three only,NA,Gleno,55.00000000000001,92.85714285714286,37.5,50,56.25,50,NA
184,3,73.68421052631578,100,80,60,100,All three,One & two inclusive,Liquica,60,100,62.5,75,79.6875,70,NA
210,3,84.21052631578947,88.88888888888889,80,40,100,Three only,NA,Liquica,40,64.28571428571429,45.83333333333333,58.333333333333336,65.625,55.00000000000001,100
195,3,89.47368421052632,100,100,80,100,All three,One & two inclusive,Liquica,55.00000000000001,35.714285714285715,75,75,75,75,100
388,3,94.73684210526315,100,80,40,100,Three only,NA,Liquica,57.49999999999999,100,83.33333333333334,62.5,76.5625,62.5,NA
191,3,84.21052631578947,100,100,90,100,Three only,NA,Liquica,67.5,100,70.83333333333334,66.66666666666666,59.375,37.5,NA
281,3,73.68421052631578,11.11111111111111,60,60,100,All three,One & two inclusive,Railaco,57.49999999999999,42.857142857142854,58.333333333333336,70.83333333333334,54.6875,55.00000000000001,NA
287,3,63.1578947368421,66.66666666666666,80,70,83.33333333333334,One & three only,NA,Railaco,60,57.14285714285714,58.333333333333336,75,71.875,42.5,NA
389,3,84.21052631578947,100,80,50,83.33333333333334,Three only,NA,Railaco,47.5,78.57142857142857,54.166666666666664,62.5,82.8125,45,100
377,3,57.89473684210527,44.44444444444444,80,70,83.33333333333334,Three only,NA,Railaco,62.5,64.28571428571429,54.166666666666664,66.66666666666666,71.875,55.00000000000001,NA
391,3,84.21052631578947,88.88888888888889,60,70,100,Three only,NA,Guissarudo,47.5,85.71428571428571,54.166666666666664,58.333333333333336,60.9375,70,NA
258,3,73.68421052631578,44.44444444444444,80,70,83.33333333333334,Three only,NA,Guissarudo,57.49999999999999,92.85714285714286,54.166666666666664,75,60.9375,72.5,NA
38,3,73.68421052631578,100,100,60,100,All three,One & two inclusive,Guissarudo,57.49999999999999,100,58.333333333333336,54.166666666666664,73.4375,70,NA
379,3,68.42105263157895,77.77777777777779,40,30,50,Three only,NA,Guissarudo,62.5,85.71428571428571,66.66666666666666,50,48.4375,37.5,NA
392,3,57.89473684210527,44.44444444444444,40,40,50,Three only,NA,Guissarudo,47.5,92.85714285714286,41.66666666666667,58.333333333333336,45.3125,32.5,NA
284,3,73.68421052631578,77.77777777777779,40,40,66.66666666666666,Three only,NA,Guissarudo,30,85.71428571428571,54.166666666666664,70.83333333333334,53.125,22.5,NA
42,3,84.21052631578947,100,80,50,83.33333333333334,Three only,NA,Guissarudo,40,50,41.66666666666667,25,48.4375,47.5,NA
255,3,89.47368421052632,66.66666666666666,100,70,100,Three only,NA,Guissarudo,47.5,64.28571428571429,45.83333333333333,58.333333333333336,48.4375,45,NA
46,3,57.89473684210527,66.66666666666666,20,20,16.666666666666664,Three only,NA,Gleno,55.00000000000001,85.71428571428571,58.333333333333336,50,60.9375,45,NA
5,3,78.94736842105263,88.88888888888889,80,50,100,Three only,NA,Gleno,55.00000000000001,42.857142857142854,54.166666666666664,37.5,57.8125,60,NA
27,3,63.1578947368421,33.33333333333333,0,50,100,All three,One & two inclusive,Gleno,60,35.714285714285715,29.166666666666668,33.33333333333333,75,67.5,NA
390,3,57.89473684210527,88.88888888888889,80,80,100,Three only,NA,Guissarudo,55.00000000000001,64.28571428571429,66.66666666666666,41.66666666666667,60.9375,67.5,NA
393,3,68.42105263157895,100,60,50,100,Three only,NA,Guissarudo,60,92.85714285714286,66.66666666666666,58.333333333333336,62.5,42.5,NA
286,3,68.42105263157895,55.55555555555556,20,50,16.666666666666664,Three only,NA,Guissarudo,52.5,71.42857142857143,58.333333333333336,45.83333333333333,65.625,57.49999999999999,NA
385,3,68.42105263157895,55.55555555555556,100,70,100,Three only,NA,Gleno,60,35.714285714285715,29.166666666666668,33.33333333333333,75,67.5,NA
443,3,73.68421052631578,55.55555555555556,60,70,50,Three only,NA,Gleno,60,85.71428571428571,62.5,62.5,53.125,35,66.66666666666666
47,3,68.42105263157895,33.33333333333333,20,30,66.66666666666666,Three only,NA,Gleno,50,100,25,83.33333333333334,57.8125,42.5,NA
201,3,78.94736842105263,100,100,50,100,All three,One & two inclusive,Liquica,52.5,57.14285714285714,66.66666666666666,75,70.3125,70,NA
194,3,68.42105263157895,44.44444444444444,60,30,83.33333333333334,All three,One & two inclusive,Liquica,55.00000000000001,78.57142857142857,50,62.5,42.1875,45,88.88888888888889
292,3,57.89473684210527,66.66666666666666,60,90,100,Three only,NA,Guissarudo,57.49999999999999,71.42857142857143,70.83333333333334,79.16666666666666,48.4375,50,NA
260,3,84.21052631578947,100,60,90,66.66666666666666,Three only,NA,Railaco,65,100,79.16666666666666,66.66666666666666,65.625,37.5,NA
259,3,73.68421052631578,88.88888888888889,60,40,100,Three only,NA,Railaco,35,50,75,62.5,53.125,65,NA
9,3,84.21052631578947,66.66666666666666,100,80,100,All three,One & two inclusive,Guissarudo,57.49999999999999,28.57142857142857,66.66666666666666,66.66666666666666,68.75,67.5,NA
35,3,78.94736842105263,100,100,60,100,All three,One & two inclusive,Guissarudo,55.00000000000001,100,41.66666666666667,66.66666666666666,82.8125,72.5,NA
293,3,78.94736842105263,100,100,70,100,Three only,NA,Guissarudo,52.5,100,50,58.333333333333336,79.6875,77.5,NA
37,3,73.68421052631578,77.77777777777779,60,50,50,Three only,NA,Guissarudo,70,92.85714285714286,45.83333333333333,45.83333333333333,50,45,NA
254,3,63.1578947368421,55.55555555555556,80,30,66.66666666666666,Three only,NA,Guissarudo,45,78.57142857142857,41.66666666666667,58.333333333333336,64.0625,57.49999999999999,NA
265,3,68.42105263157895,88.88888888888889,80,80,100,Three only,NA,Guissarudo,52.5,92.85714285714286,62.5,45.83333333333333,56.25,65,NA
8,3,78.94736842105263,44.44444444444444,80,70,83.33333333333334,Three only,NA,Gleno,55.00000000000001,92.85714285714286,62.5,75,56.25,30,NA
444,3,68.42105263157895,88.88888888888889,100,60,100,Three only,NA,Gleno,55.00000000000001,78.57142857142857,41.66666666666667,58.333333333333336,70.3125,55.00000000000001,NA
394,3,68.42105263157895,88.88888888888889,80,70,100,Three only,NA,Gleno,55.00000000000001,57.14285714285714,54.166666666666664,54.166666666666664,70.3125,62.5,88.88888888888889
382,3,68.42105263157895,66.66666666666666,80,80,33.33333333333333,Three only,NA,Gleno,57.49999999999999,78.57142857142857,37.5,41.66666666666667,54.6875,42.5,NA
467,3,73.68421052631578,77.77777777777779,80,50,50,Three only,NA,Gleno,57.49999999999999,50,45.83333333333333,62.5,71.875,70,NA
51,3,57.89473684210527,66.66666666666666,20,20,16.666666666666664,Three only,NA,Gleno,55.00000000000001,71.42857142857143,58.333333333333336,45.83333333333333,59.375,45,NA
205,3,73.68421052631578,100,80,60,100,All three,One & two inclusive,Liquica,60,100,62.5,75,73.4375,62.5,NA
173,3,89.47368421052632,100,100,90,100,All three,One & two inclusive,Liquica,55.00000000000001,21.428571428571427,83.33333333333334,75,70.3125,75,100
182,3,94.73684210526315,100,100,100,100,All three,One & two inclusive,Liquica,67.5,100,87.5,50,79.6875,72.5,100
122,3,84.21052631578947,66.66666666666666,100,90,66.66666666666666,Three only,NA,NA,57.49999999999999,92.85714285714286,62.5,66.66666666666666,71.875,60,NA
289,3,89.47368421052632,100,100,80,66.66666666666666,All three,One & two inclusive,Railaco,67.5,100,58.333333333333336,75,64.0625,47.5,NA
263,3,84.21052631578947,100,40,60,100,Three only,NA,Railaco,60,78.57142857142857,66.66666666666666,75,67.1875,42.5,NA
378,3,73.68421052631578,66.66666666666666,80,50,83.33333333333334,Three only,NA,Guissarudo,57.49999999999999,92.85714285714286,41.66666666666667,41.66666666666667,48.4375,50,NA
2,3,73.68421052631578,100,60,70,83.33333333333334,Three only,NA,Gleno,40,92.85714285714286,45.83333333333333,37.5,62.5,47.5,88.88888888888889
