participant_id_3,time_point,knowledge_general_score,knowledge_warning_score,knowledge_appropriate_score,knowledge_helpful_score,system_support_score,status,inclusive_status,region,attitude_general_score,attitude_acceptability_score,attitude_genderroles_score,attitude_profroles_score,empathy_score,confidence_score,practice_score
207,1,78.94736842105263,88.88888888888889,20,30,100,All three,One & two inclusive,Liquica,60,71.42857142857143,83.33333333333334,75,62.5,57.49999999999999,100
187,1,47.368421052631575,0,0,50,83.33333333333334,One & two only,One & two inclusive,Liquica,50,71.42857142857143,41.66666666666667,91.66666666666666,65.625,60,NA
209,1,78.94736842105263,88.88888888888889,100,70,100,One & two only,One & two inclusive,Liquica,50,100,50,50,48.4375,47.5,100
188,1,52.63157894736842,55.55555555555556,20,60,16.666666666666664,One & two only,One & two inclusive,Liquica,67.5,21.428571428571427,25,91.66666666666666,64.0625,27.500000000000004,NA
208,1,73.68421052631578,44.44444444444444,80,100,66.66666666666666,All three,One & two inclusive,Liquica,60,28.57142857142857,66.66666666666666,66.66666666666666,59.375,60,NA
197,1,63.1578947368421,77.77777777777779,20,80,50,One & two only,One & two inclusive,Liquica,62.5,64.28571428571429,45.83333333333333,75,71.875,55.00000000000001,NA
211,1,73.68421052631578,88.88888888888889,80,40,66.66666666666666,One only,NA,Liquica,55.00000000000001,71.42857142857143,54.166666666666664,54.166666666666664,56.25,50,NA
212,1,73.68421052631578,100,100,90,100,One & two only,One & two inclusive,Liquica,55.00000000000001,0,58.333333333333336,66.66666666666666,62.5,65,100
213,1,78.94736842105263,88.88888888888889,60,70,66.66666666666666,One & two only,One & two inclusive,Liquica,67.5,100,50,75,71.875,55.00000000000001,NA
205,1,73.68421052631578,88.88888888888889,80,60,100,All three,One & two inclusive,Liquica,62.5,50,50,58.333333333333336,48.4375,65,NA
123,2,89.47368421052632,66.66666666666666,80,90,100,Two only,NA,NA,60,57.14285714285714,45.83333333333333,79.16666666666666,71.875,82.5,NA
214,2,89.47368421052632,100,80,90,100,Two only,NA,NA,65,92.85714285714286,75,66.66666666666666,60.9375,75,NA
192,2,47.368421052631575,77.77777777777779,80,90,83.33333333333334,One & two only,One & two inclusive,Liquica,60,28.57142857142857,66.66666666666666,75,56.25,40,NA
182,2,94.73684210526315,100,100,90,100,All three,One & two inclusive,Liquica,67.5,100,79.16666666666666,58.333333333333336,71.875,75,88.88888888888889
203,2,94.73684210526315,88.88888888888889,80,80,100,Two only,NA,Liquica,65,100,62.5,58.333333333333336,78.125,65,NA
184,2,89.47368421052632,88.88888888888889,100,80,100,All three,One & two inclusive,Liquica,50,100,66.66666666666666,58.333333333333336,78.125,65,NA
213,2,84.21052631578947,100,100,90,100,One & two only,One & two inclusive,Liquica,60,100,58.333333333333336,66.66666666666666,64.0625,37.5,NA
206,2,84.21052631578947,100,100,90,100,One & two only,One & two inclusive,Liquica,60,100,58.333333333333336,66.66666666666666,64.0625,37.5,NA
199,2,73.68421052631578,100,100,90,100,Two only,NA,Liquica,55.00000000000001,0,62.5,58.333333333333336,48.4375,57.49999999999999,NA
212,2,73.68421052631578,100,100,90,100,One & two only,One & two inclusive,Liquica,57.49999999999999,0,62.5,58.333333333333336,79.6875,72.5,100
194,2,78.94736842105263,77.77777777777779,80,50,100,All three,One & two inclusive,Liquica,50,57.14285714285714,62.5,41.66666666666667,48.4375,35,NA
201,2,84.21052631578947,77.77777777777779,80,60,100,All three,One & two inclusive,Liquica,52.5,92.85714285714286,58.333333333333336,50,75,60,NA
216,2,84.21052631578947,66.66666666666666,100,80,83.33333333333334,Two only,NA,NA,55.00000000000001,100,75,70.83333333333334,53.125,62.5,100
195,2,68.42105263157895,66.66666666666666,80,60,66.66666666666666,All three,One & two inclusive,Liquica,55.00000000000001,100,62.5,75,60.9375,47.5,100
179,2,89.47368421052632,88.88888888888889,100,100,100,One & two only,One & two inclusive,Liquica,60,100,75,58.333333333333336,70.3125,52.5,100
173,2,89.47368421052632,77.77777777777779,100,90,100,All three,One & two inclusive,Liquica,67.5,100,87.5,58.333333333333336,70.3125,55.00000000000001,100
186,2,78.94736842105263,100,80,70,66.66666666666666,One & two only,One & two inclusive,Liquica,62.5,100,58.333333333333336,87.5,65.625,50,NA
181,2,78.94736842105263,88.88888888888889,100,100,66.66666666666666,One & two only,One & two inclusive,Liquica,72.5,100,58.333333333333336,79.16666666666666,81.25,72.5,88.88888888888889
178,2,84.21052631578947,100,80,90,100,One & two only,One & two inclusive,Liquica,50,100,58.333333333333336,75,79.6875,52.5,100
207,2,84.21052631578947,100,80,40,100,All three,One & two inclusive,Liquica,57.49999999999999,92.85714285714286,58.333333333333336,66.66666666666666,85.9375,65,100
205,2,78.94736842105263,100,80,40,100,All three,One & two inclusive,Liquica,55.00000000000001,92.85714285714286,58.333333333333336,75,85.9375,65,NA
183,2,100,77.77777777777779,100,90,100,Two only,NA,Liquica,67.5,100,58.333333333333336,79.16666666666666,89.0625,85,NA
187,2,89.47368421052632,77.77777777777779,80,70,100,One & two only,One & two inclusive,Liquica,57.49999999999999,100,45.83333333333333,79.16666666666666,64.0625,55.00000000000001,NA
175,2,89.47368421052632,77.77777777777779,0,60,100,One & two only,One & two inclusive,Liquica,57.49999999999999,100,58.333333333333336,58.333333333333336,82.8125,75,NA
208,2,94.73684210526315,77.77777777777779,80,80,50,All three,One & two inclusive,Liquica,65,85.71428571428571,75,58.333333333333336,60.9375,47.5,NA
193,2,78.94736842105263,66.66666666666666,100,80,83.33333333333334,All three,One & two inclusive,Liquica,60,92.85714285714286,45.83333333333333,66.66666666666666,79.6875,62.5,NA
197,2,94.73684210526315,100,20,100,100,One & two only,One & two inclusive,Liquica,65,100,66.66666666666666,83.33333333333334,57.8125,55.00000000000001,NA
209,2,78.94736842105263,100,80,60,100,One & two only,One & two inclusive,Liquica,60,100,54.166666666666664,25,48.4375,60,100
188,2,94.73684210526315,100,100,90,66.66666666666666,One & two only,One & two inclusive,Liquica,82.5,92.85714285714286,33.33333333333333,75,56.25,65,NA
176,2,73.68421052631578,100,80,50,83.33333333333334,One & two only,One & two inclusive,Liquica,50,100,66.66666666666666,54.166666666666664,56.25,37.5,NA
174,2,84.21052631578947,88.88888888888889,80,50,100,One & two only,One & two inclusive,Liquica,50,100,58.333333333333336,75,57.8125,42.5,100
202,2,89.47368421052632,100,60,80,100,One & two only,One & two inclusive,Liquica,57.49999999999999,85.71428571428571,54.166666666666664,58.333333333333336,57.8125,72.5,100
220,1,15.789473684210526,44.44444444444444,0,50,66.66666666666666,One & three only,NA,Bazartete,67.5,85.71428571428571,66.66666666666666,79.16666666666666,51.5625,35,NA
223,1,57.89473684210527,33.33333333333333,20,60,83.33333333333334,One only,NA,Bazartete,62.5,28.57142857142857,62.5,45.83333333333333,60.9375,45,NA
224,1,73.68421052631578,66.66666666666666,100,60,83.33333333333334,One only,NA,Liquica,62.5,14.285714285714285,58.333333333333336,70.83333333333334,73.4375,42.5,NA
226,1,57.89473684210527,55.55555555555556,0,80,50,One only,NA,Bazartete,60,78.57142857142857,50,70.83333333333334,71.875,52.5,NA
222,1,78.94736842105263,100,80,50,100,One only,NA,Bazartete,60,92.85714285714286,45.83333333333333,33.33333333333333,51.5625,35,100
227,1,57.89473684210527,44.44444444444444,20,20,83.33333333333334,One only,NA,Bazartete,47.5,78.57142857142857,50,45.83333333333333,50,55.00000000000001,NA
461,1,89.47368421052632,66.66666666666666,60,80,83.33333333333334,One & two only,One & two inclusive,Bazartete,62.5,64.28571428571429,37.5,62.5,67.1875,37.5,NA
232,1,57.89473684210527,55.55555555555556,80,70,33.33333333333333,One only,NA,Bazartete,70,71.42857142857143,62.5,58.333333333333336,59.375,37.5,NA
30,1,73.68421052631578,88.88888888888889,20,30,100,One only,NA,NA,42.5,21.428571428571427,54.166666666666664,29.166666666666668,56.25,70,100
169,1,68.42105263157895,88.88888888888889,80,40,83.33333333333334,One & two only,One & two inclusive,Bazartete,55.00000000000001,50,54.166666666666664,45.83333333333333,60.9375,55.00000000000001,NA
228,1,52.63157894736842,11.11111111111111,40,10,50,One only,NA,Bazartete,52.5,71.42857142857143,66.66666666666666,50,65.625,50,NA
235,1,73.68421052631578,100,80,60,66.66666666666666,One only,NA,Bazartete,42.5,71.42857142857143,58.333333333333336,54.166666666666664,79.6875,65,100
239,1,63.1578947368421,55.55555555555556,100,100,66.66666666666666,One only,NA,Bazartete,55.00000000000001,64.28571428571429,54.166666666666664,54.166666666666664,65.625,52.5,NA
241,1,57.89473684210527,33.33333333333333,60,50,50,All three,One & two inclusive,Bazartete,37.5,71.42857142857143,58.333333333333336,70.83333333333334,46.875,52.5,NA
221,1,78.94736842105263,77.77777777777779,80,60,0,One only,NA,Bazartete,62.5,50,58.333333333333336,75,48.4375,35,NA
438,2,63.1578947368421,88.88888888888889,80,50,100,Two only,NA,Bazartete,50,92.85714285714286,45.83333333333333,50,62.5,57.49999999999999,100
241,2,73.68421052631578,77.77777777777779,80,30,83.33333333333334,All three,One & two inclusive,Bazartete,45,78.57142857142857,83.33333333333334,45.83333333333333,48.4375,25,NA
169,2,63.1578947368421,88.88888888888889,80,50,100,One & two only,One & two inclusive,Bazartete,50,92.85714285714286,45.83333333333333,50,62.5,50,100
461,2,94.73684210526315,88.88888888888889,40,90,100,One & two only,One & two inclusive,Bazartete,57.49999999999999,100,70.83333333333334,79.16666666666666,84.375,75,NA
244,1,68.42105263157895,100,80,60,50,One & two only,One & two inclusive,Maubara,57.49999999999999,64.28571428571429,41.66666666666667,37.5,67.1875,70,NA
245,1,52.63157894736842,66.66666666666666,60,70,16.666666666666664,One & two only,One & two inclusive,Maubara,52.5,64.28571428571429,79.16666666666666,50,73.4375,55.00000000000001,NA
114,1,47.368421052631575,77.77777777777779,20,50,100,One & two only,One & two inclusive,Maubara,55.00000000000001,85.71428571428571,54.166666666666664,62.5,50,37.5,NA
92,1,47.368421052631575,66.66666666666666,80,30,83.33333333333334,One & two only,One & two inclusive,Maubara,45,64.28571428571429,58.333333333333336,50,54.6875,62.5,NA
246,1,47.368421052631575,0,80,60,100,One & two only,One & two inclusive,Maubara,40,50,66.66666666666666,100,48.4375,65,NA
247,1,68.42105263157895,66.66666666666666,60,70,83.33333333333334,One & two only,One & two inclusive,Maubara,50,64.28571428571429,58.333333333333336,58.333333333333336,64.0625,55.00000000000001,NA
249,1,68.42105263157895,66.66666666666666,80,60,100,One & two only,One & two inclusive,Maubara,52.5,78.57142857142857,62.5,54.166666666666664,75,72.5,NA
248,1,42.10526315789473,66.66666666666666,0,40,50,One & two only,One & two inclusive,Maubara,45,50,45.83333333333333,83.33333333333334,50,45,NA
91,1,52.63157894736842,88.88888888888889,60,60,83.33333333333334,One & two only,One & two inclusive,Maubara,45,78.57142857142857,66.66666666666666,70.83333333333334,51.5625,45,NA
250,1,63.1578947368421,44.44444444444444,20,50,100,All three,One & two inclusive,Maubara,55.00000000000001,85.71428571428571,41.66666666666667,58.333333333333336,48.4375,50,NA
243,1,42.10526315789473,55.55555555555556,40,30,83.33333333333334,One & two only,One & two inclusive,Maubara,52.5,78.57142857142857,58.333333333333336,66.66666666666666,53.125,42.5,NA
252,1,63.1578947368421,88.88888888888889,60,60,50,One & two only,One & two inclusive,Maubara,55.00000000000001,92.85714285714286,62.5,54.166666666666664,45.3125,40,NA
253,1,36.84210526315789,44.44444444444444,20,30,33.33333333333333,One & two only,One & two inclusive,Maubara,50,78.57142857142857,54.166666666666664,54.166666666666664,64.0625,67.5,NA
102,1,52.63157894736842,66.66666666666666,20,30,0,One & two only,One & two inclusive,Maubara,55.00000000000001,64.28571428571429,79.16666666666666,70.83333333333334,35.9375,30,NA
84,1,63.1578947368421,44.44444444444444,20,50,16.666666666666664,One & two only,One & two inclusive,Maubara,55.00000000000001,85.71428571428571,58.333333333333336,58.333333333333336,48.4375,35,NA
83,1,78.94736842105263,66.66666666666666,100,100,66.66666666666666,One & two only,One & two inclusive,Maubara,55.00000000000001,100,62.5,58.333333333333336,60.9375,52.5,NA
242,1,68.42105263157895,66.66666666666666,80,40,83.33333333333334,One & two only,One & two inclusive,Maubara,40,14.285714285714285,41.66666666666667,70.83333333333334,57.8125,42.5,NA
97,1,63.1578947368421,55.55555555555556,20,40,33.33333333333333,One & two only,One & two inclusive,Maubara,57.49999999999999,14.285714285714285,41.66666666666667,50,51.5625,42.5,NA
439,1,63.1578947368421,33.33333333333333,20,60,100,One & two only,One & two inclusive,Maubara,47.5,85.71428571428571,58.333333333333336,62.5,51.5625,42.5,NA
245,2,47.368421052631575,66.66666666666666,80,70,100,One & two only,One & two inclusive,Maubara,55.00000000000001,64.28571428571429,70.83333333333334,66.66666666666666,85.9375,42.5,NA
114,2,68.42105263157895,77.77777777777779,80,70,100,One & two only,One & two inclusive,Maubara,65,78.57142857142857,58.333333333333336,58.333333333333336,54.6875,52.5,NA
244,2,73.68421052631578,100,80,50,83.33333333333334,One & two only,One & two inclusive,Maubara,47.5,42.857142857142854,41.66666666666667,50,73.4375,80,NA
92,2,63.1578947368421,100,80,40,100,One & two only,One & two inclusive,Maubara,40,92.85714285714286,41.66666666666667,33.33333333333333,65.625,35,NA
246,2,63.1578947368421,88.88888888888889,20,60,83.33333333333334,One & two only,One & two inclusive,Maubara,42.5,71.42857142857143,45.83333333333333,50,46.875,47.5,NA
247,2,84.21052631578947,77.77777777777779,60,90,100,One & two only,One & two inclusive,Maubara,57.49999999999999,78.57142857142857,62.5,66.66666666666666,57.8125,65,NA
249,2,73.68421052631578,77.77777777777779,100,50,100,One & two only,One & two inclusive,Maubara,65,35.714285714285715,62.5,66.66666666666666,84.375,85,NA
248,2,78.94736842105263,88.88888888888889,80,60,100,One & two only,One & two inclusive,Maubara,72.5,71.42857142857143,79.16666666666666,70.83333333333334,70.3125,70,NA
91,2,68.42105263157895,77.77777777777779,60,60,83.33333333333334,One & two only,One & two inclusive,Maubara,40,85.71428571428571,45.83333333333333,33.33333333333333,45.3125,37.5,NA
250,2,73.68421052631578,100,80,70,83.33333333333334,All three,One & two inclusive,Maubara,55.00000000000001,71.42857142857143,41.66666666666667,54.166666666666664,48.4375,32.5,NA
243,2,78.94736842105263,66.66666666666666,40,50,100,One & two only,One & two inclusive,Maubara,52.5,85.71428571428571,41.66666666666667,75,45.3125,47.5,NA
252,2,73.68421052631578,88.88888888888889,80,90,100,One & two only,One & two inclusive,Maubara,60,64.28571428571429,62.5,70.83333333333334,56.25,62.5,NA
253,2,78.94736842105263,100,80,80,50,One & two only,One & two inclusive,Maubara,57.49999999999999,100,66.66666666666666,79.16666666666666,64.0625,60,NA
102,2,73.68421052631578,77.77777777777779,100,50,100,One & two only,One & two inclusive,Maubara,67.5,0,58.333333333333336,75,73.4375,70,NA
84,2,78.94736842105263,66.66666666666666,100,20,100,One & two only,One & two inclusive,Maubara,67.5,0,58.333333333333336,75,62.5,70,NA
83,2,84.21052631578947,100,80,90,100,One & two only,One & two inclusive,Maubara,57.49999999999999,100,62.5,58.333333333333336,68.75,55.00000000000001,NA
242,2,78.94736842105263,100,80,90,83.33333333333334,One & two only,One & two inclusive,Maubara,57.49999999999999,100,50,58.333333333333336,60.9375,65,NA
439,2,68.42105263157895,77.77777777777779,40,90,100,One & two only,One & two inclusive,Maubara,57.49999999999999,35.714285714285715,66.66666666666666,58.333333333333336,64.0625,67.5,NA
97,2,84.21052631578947,88.88888888888889,100,80,50,One & two only,One & two inclusive,Maubara,60,100,62.5,41.66666666666667,79.6875,65,NA
437,1,68.42105263157895,88.88888888888889,80,40,83.33333333333334,One & two only,One & two inclusive,Bazartete,55.00000000000001,50,54.166666666666664,45.83333333333333,60.9375,55.00000000000001,NA
437,2,63.1578947368421,88.88888888888889,80,50,100,One & two only,One & two inclusive,Bazartete,50,92.85714285714286,45.83333333333333,50,62.5,50,100
14,1,68.42105263157895,88.88888888888889,20,40,83.33333333333334,All three,One & two inclusive,Gleno,65,92.85714285714286,33.33333333333333,66.66666666666666,65.625,57.49999999999999,NA
256,1,84.21052631578947,100,100,90,83.33333333333334,One & two only,One & two inclusive,Guissarudo,52.5,100,62.5,62.5,76.5625,57.49999999999999,100
454,1,73.68421052631578,66.66666666666666,20,40,83.33333333333334,One only,NA,Guissarudo,52.5,100,58.333333333333336,58.333333333333336,56.25,45,NA
13,1,63.1578947368421,77.77777777777779,20,80,50,One & two only,One & two inclusive,Gleno,67.5,21.428571428571427,58.333333333333336,83.33333333333334,76.5625,45,NA
261,1,78.94736842105263,77.77777777777779,80,60,83.33333333333334,One & two only,One & two inclusive,Railaco,55.00000000000001,21.428571428571427,45.83333333333333,70.83333333333334,82.8125,72.5,NA
264,1,63.1578947368421,77.77777777777779,80,60,66.66666666666666,All three,One & two inclusive,Guissarudo,50,28.57142857142857,33.33333333333333,29.166666666666668,75,67.5,55.55555555555556
266,1,63.1578947368421,77.77777777777779,40,40,83.33333333333334,All three,One & two inclusive,Guissarudo,42.5,14.285714285714285,58.333333333333336,66.66666666666666,57.8125,55.00000000000001,NA
267,1,73.68421052631578,66.66666666666666,80,50,100,One & two only,One & two inclusive,Gleno,30,85.71428571428571,45.83333333333333,87.5,40.625,50,100
269,1,63.1578947368421,44.44444444444444,20,20,50,One only,NA,NA,47.5,78.57142857142857,45.83333333333333,41.66666666666667,70.3125,45,NA
15,1,63.1578947368421,88.88888888888889,80,80,100,One & two only,One & two inclusive,Gleno,50,71.42857142857143,50,58.333333333333336,56.25,22.5,NA
272,1,68.42105263157895,77.77777777777779,20,50,100,One & two only,One & two inclusive,Gleno,60,64.28571428571429,25,66.66666666666666,82.8125,70,NA
50,1,68.42105263157895,55.55555555555556,100,50,83.33333333333334,One & two only,One & two inclusive,Gleno,47.5,21.428571428571427,58.333333333333336,54.166666666666664,68.75,62.5,100
32,1,52.63157894736842,88.88888888888889,80,50,100,One & two only,One & two inclusive,Gleno,55.00000000000001,85.71428571428571,45.83333333333333,62.5,67.1875,62.5,100
274,1,63.1578947368421,100,80,50,50,One & two only,One & two inclusive,Railaco,50,57.14285714285714,25,50,64.0625,40,22.22222222222222
270,1,73.68421052631578,77.77777777777779,20,60,100,One only,NA,NA,45,21.428571428571427,33.33333333333333,62.5,57.8125,65,NA
275,1,57.89473684210527,77.77777777777779,40,60,0,One & two only,One & two inclusive,Gleno,60,64.28571428571429,70.83333333333334,66.66666666666666,71.875,50,NA
276,1,57.89473684210527,66.66666666666666,60,30,100,One & two only,One & two inclusive,Gleno,52.5,35.714285714285715,41.66666666666667,45.83333333333333,64.0625,40,NA
278,1,57.89473684210527,100,80,80,83.33333333333334,One & two only,One & two inclusive,Gleno,52.5,50,54.166666666666664,41.66666666666667,87.5,65,NA
279,1,68.42105263157895,66.66666666666666,40,50,0,One & two only,One & two inclusive,Gleno,47.5,35.714285714285715,50,70.83333333333334,51.5625,32.5,NA
280,1,63.1578947368421,88.88888888888889,40,40,100,One & two only,One & two inclusive,Gleno,57.49999999999999,78.57142857142857,33.33333333333333,70.83333333333334,48.4375,45,NA
281,1,78.94736842105263,66.66666666666666,60,70,100,All three,One & two inclusive,Railaco,42.5,28.57142857142857,16.666666666666664,83.33333333333334,71.875,72.5,NA
283,1,68.42105263157895,44.44444444444444,80,80,100,All three,One & two inclusive,Gleno,57.49999999999999,50,58.333333333333336,37.5,40.625,52.5,NA
36,1,73.68421052631578,88.88888888888889,80,70,100,One & two only,One & two inclusive,Guissarudo,55.00000000000001,35.714285714285715,45.83333333333333,54.166666666666664,59.375,45,NA
285,1,63.1578947368421,88.88888888888889,20,80,0,One & two only,One & two inclusive,Guissarudo,57.49999999999999,100,58.333333333333336,75,59.375,42.5,NA
287,1,63.1578947368421,55.55555555555556,20,60,100,One & three only,NA,Railaco,57.49999999999999,100,45.83333333333333,79.16666666666666,54.6875,42.5,NA
282,1,68.42105263157895,66.66666666666666,40,70,100,One & two only,One & two inclusive,Gleno,50,35.714285714285715,66.66666666666666,79.16666666666666,56.25,52.5,NA
289,1,78.94736842105263,77.77777777777779,100,90,50,All three,One & two inclusive,Railaco,60,100,62.5,70.83333333333334,51.5625,32.5,44.44444444444444
14,2,68.42105263157895,77.77777777777779,100,60,66.66666666666666,All three,One & two inclusive,Gleno,50,35.714285714285715,41.66666666666667,87.5,45.3125,45,NA
280,2,57.89473684210527,88.88888888888889,40,70,83.33333333333334,One & two only,One & two inclusive,Gleno,67.5,42.857142857142854,87.5,70.83333333333334,84.375,77.5,NA
15,2,73.68421052631578,100,80,40,100,One & two only,One & two inclusive,Gleno,45,50,41.66666666666667,58.333333333333336,53.125,62.5,NA
278,2,78.94736842105263,100,100,100,66.66666666666666,One & two only,One & two inclusive,Gleno,47.5,85.71428571428571,45.83333333333333,66.66666666666666,84.375,77.5,NA
271,2,78.94736842105263,88.88888888888889,100,90,100,Two only,NA,NA,57.49999999999999,85.71428571428571,58.333333333333336,58.333333333333336,64.0625,57.49999999999999,NA
285,2,84.21052631578947,88.88888888888889,80,90,16.666666666666664,One & two only,One & two inclusive,Guissarudo,57.49999999999999,100,75,79.16666666666666,57.8125,55.00000000000001,NA
283,2,68.42105263157895,88.88888888888889,100,70,100,All three,One & two inclusive,Gleno,42.5,42.857142857142854,50,50,65.625,52.5,NA
274,2,73.68421052631578,100,100,60,100,One & two only,One & two inclusive,Railaco,47.5,92.85714285714286,33.33333333333333,58.333333333333336,64.0625,42.5,NA
282,2,84.21052631578947,55.55555555555556,60,80,50,One & two only,One & two inclusive,Gleno,57.49999999999999,92.85714285714286,75,83.33333333333334,75,60,NA
256,2,89.47368421052632,100,100,90,100,One & two only,One & two inclusive,Guissarudo,60,100,62.5,79.16666666666666,87.5,75,NA
272,2,89.47368421052632,77.77777777777779,80,60,100,One & two only,One & two inclusive,Gleno,65,35.714285714285715,29.166666666666668,54.166666666666664,85.9375,72.5,NA
290,2,94.73684210526315,100,100,90,50,Two only,NA,Railaco,60,28.57142857142857,50,83.33333333333334,67.1875,40,NA
32,2,63.1578947368421,100,20,40,66.66666666666666,One & two only,One & two inclusive,Gleno,50,35.714285714285715,33.33333333333333,75,65.625,57.49999999999999,NA
453,2,68.42105263157895,66.66666666666666,80,60,66.66666666666666,Two & three only,NA,Guissarudo,50,14.285714285714285,58.333333333333336,58.333333333333336,73.4375,70,NA
264,2,73.68421052631578,88.88888888888889,80,50,100,All three,One & two inclusive,Guissarudo,55.00000000000001,50,33.33333333333333,58.333333333333336,75,70,100
275,2,89.47368421052632,88.88888888888889,60,90,100,One & two only,One & two inclusive,Gleno,65,35.714285714285715,91.66666666666666,70.83333333333334,81.25,72.5,NA
276,2,57.89473684210527,66.66666666666666,80,20,100,One & two only,One & two inclusive,Gleno,47.5,92.85714285714286,54.166666666666664,62.5,64.0625,60,NA
279,2,52.63157894736842,77.77777777777779,80,70,83.33333333333334,One & two only,One & two inclusive,Gleno,65,57.14285714285714,58.333333333333336,70.83333333333334,84.375,80,NA
281,2,78.94736842105263,77.77777777777779,20,60,100,All three,One & two inclusive,Railaco,30,50,20.833333333333336,100,89.0625,80,NA
289,2,73.68421052631578,100,100,90,83.33333333333334,All three,One & two inclusive,Railaco,67.5,100,58.333333333333336,66.66666666666666,51.5625,42.5,NA
50,2,84.21052631578947,100,100,60,100,One & two only,One & two inclusive,Gleno,52.5,35.714285714285715,50,58.333333333333336,68.75,67.5,100
267,2,78.94736842105263,77.77777777777779,80,50,100,One & two only,One & two inclusive,Gleno,45,100,54.166666666666664,41.66666666666667,67.1875,62.5,NA
261,2,84.21052631578947,88.88888888888889,100,90,66.66666666666666,One & two only,One & two inclusive,Railaco,52.5,0,66.66666666666666,87.5,73.4375,85,NA
291,2,89.47368421052632,100,100,70,100,Two & three only,NA,Guissarudo,52.5,0,66.66666666666666,75,79.6875,70,NA
13,2,89.47368421052632,100,100,90,50,One & two only,One & two inclusive,Gleno,60,28.57142857142857,50,83.33333333333334,98.4375,70,NA
36,2,73.68421052631578,100,20,90,50,One & two only,One & two inclusive,Guissarudo,57.49999999999999,71.42857142857143,58.333333333333336,100,73.4375,65,NA
266,2,78.94736842105263,77.77777777777779,80,80,83.33333333333334,All three,One & two inclusive,Guissarudo,55.00000000000001,57.14285714285714,37.5,50,82.8125,70,NA
295,1,73.68421052631578,77.77777777777779,20,20,66.66666666666666,One & two only,One & two inclusive,Letefoho,50,21.428571428571427,41.66666666666667,50,57.8125,45,NA
297,1,57.89473684210527,33.33333333333333,60,50,50,One & two only,One & two inclusive,Letefoho,60,28.57142857142857,37.5,50,64.0625,52.5,NA
299,1,78.94736842105263,88.88888888888889,100,100,100,One & two only,One & two inclusive,Letefoho,57.49999999999999,85.71428571428571,62.5,70.83333333333334,64.0625,57.49999999999999,NA
300,1,68.42105263157895,66.66666666666666,20,30,100,One only,NA,Letefoho,42.5,100,41.66666666666667,45.83333333333333,62.5,62.5,NA
301,1,57.89473684210527,44.44444444444444,60,60,33.33333333333333,One only,NA,Letefoho,45,42.857142857142854,66.66666666666666,62.5,56.25,52.5,NA
303,1,63.1578947368421,77.77777777777779,60,90,33.33333333333333,One & two only,One & two inclusive,Letefoho,57.49999999999999,100,50,58.333333333333336,60.9375,45,NA
304,1,42.10526315789473,22.22222222222222,20,40,50,One only,NA,Letefoho,52.5,71.42857142857143,45.83333333333333,62.5,51.5625,32.5,NA
305,1,57.89473684210527,100,20,20,66.66666666666666,One & two only,One & two inclusive,Letefoho,35,42.857142857142854,54.166666666666664,58.333333333333336,50,50,100
465,1,52.63157894736842,33.33333333333333,20,50,66.66666666666666,One only,NA,Letefoho,37.5,92.85714285714286,45.83333333333333,58.333333333333336,42.1875,50,NA
309,1,63.1578947368421,66.66666666666666,80,80,66.66666666666666,One & two only,One & two inclusive,Letefoho,55.00000000000001,57.14285714285714,58.333333333333336,79.16666666666666,70.3125,72.5,100
311,1,84.21052631578947,100,60,100,100,One & two only,One & two inclusive,Letefoho,55.00000000000001,78.57142857142857,70.83333333333334,66.66666666666666,67.1875,45,NA
313,1,68.42105263157895,77.77777777777779,40,40,50,All three,One & two inclusive,Letefoho,52.5,64.28571428571429,37.5,45.83333333333333,53.125,40,NA
314,1,68.42105263157895,66.66666666666666,80,80,66.66666666666666,One & two only,One & two inclusive,Letefoho,42.5,35.714285714285715,70.83333333333334,54.166666666666664,64.0625,42.5,NA
315,1,78.94736842105263,77.77777777777779,20,30,100,All three,One & two inclusive,Letefoho,50,21.428571428571427,41.66666666666667,58.333333333333336,64.0625,65,NA
317,1,52.63157894736842,66.66666666666666,40,50,0,One & two only,One & two inclusive,Letefoho,62.5,35.714285714285715,58.333333333333336,66.66666666666666,50,27.500000000000004,NA
317,2,73.68421052631578,77.77777777777779,80,50,83.33333333333334,One & two only,One & two inclusive,Letefoho,42.5,64.28571428571429,25,41.66666666666667,54.6875,50,NA
464,2,47.368421052631575,55.55555555555556,80,50,100,Two only,NA,Letefoho,62.5,50,58.333333333333336,66.66666666666666,50,32.5,NA
297,2,73.68421052631578,77.77777777777779,60,70,83.33333333333334,One & two only,One & two inclusive,Letefoho,50,28.57142857142857,37.5,58.333333333333336,64.0625,57.49999999999999,NA
313,2,84.21052631578947,88.88888888888889,80,90,100,All three,One & two inclusive,Letefoho,40,85.71428571428571,41.66666666666667,41.66666666666667,42.1875,45,NA
303,2,100,100,60,100,100,One & two only,One & two inclusive,Letefoho,55.00000000000001,100,54.166666666666664,62.5,59.375,55.00000000000001,NA
311,2,84.21052631578947,100,100,80,100,One & two only,One & two inclusive,Letefoho,60,92.85714285714286,58.333333333333336,66.66666666666666,78.125,60,NA
315,2,73.68421052631578,66.66666666666666,40,60,100,All three,One & two inclusive,Letefoho,52.5,57.14285714285714,54.166666666666664,75,68.75,60,NA
299,2,94.73684210526315,100,100,100,100,One & two only,One & two inclusive,Letefoho,60,100,66.66666666666666,66.66666666666666,85.9375,75,NA
